chrom	start	end	size	missing	extra	gma	miss_normal	extr_normal	coverage	indis	multi
182799974	21	8626390	8626455	65	18	17	0.351852	0.5	0.472222222222222	36	FALSE	FALSE
182800020	21	8658120	8658199	79	15	10	0.242424	0.681818181818182	0.454545454545455	22	FALSE	FALSE
182810051	21	34439411	34439478	67	19	15	0.32	0.558823529411765	0.441176470588235	34	FALSE	FALSE
182816724	22	10525507	10525582	75	13	14	0.341463	0.5	0.538461538461538	26	FALSE	FALSE
182816797	22	10577469	10577528	59	20	19	0.370968	0.476190476190476	0.452380952380952	42	FALSE	FALSE
182816814	22	10603387	10603452	65	17	18	0.363636	0.472222222222222	0.5	36	FALSE	FALSE
182817145	22	11123945	11124015	70	16	15	0.340426	0.516129032258065	0.483870967741935	31	FALSE	FALSE
182817838	22	15405580	15405641	61	12	13	0.537037	0.3	0.325	40	FALSE	FALSE
182817849	22	15463178	15463239	61	23	22	0.285714	0.575	0.55	40	FALSE	FALSE
182817949	22	15625220	15625282	62	32	31	0.112676	0.82051282051282	0.794871794871795	39	FALSE	FALSE
182818399	22	16486128	16486198	70	16	16	0.333333	0.516129032258065	0.516129032258065	31	FALSE	FALSE
182907755	3	195656548	195656609	61	1	0	0.97561	0.025	0	40	FALSE	FALSE
182985045	5	5495653	5495713	60	24	18	0.3	0.585365853658537	0.439024390243902	41	FALSE	FALSE
182985046	5	5497826	5497886	60	18	24	0.363636	0.439024390243902	0.585365853658537	41	FALSE	FALSE
182990913	5	20764914	20764983	69	17	15	0.333333	0.53125	0.46875	32	FALSE	FALSE
182996423	5	34096523	34096592	69	15	16	0.367347	0.46875	0.5	32	FALSE	FALSE
182996450	5	34199661	34199722	61	33	31	0.111111	0.825	0.775	40	FALSE	FALSE
183007915	5	69660487	69660548	61	34	32	0.0958904	0.85	0.8	40	FALSE	FALSE
183008130	5	70065053	70065147	94	3	4	0.416667	0.428571428571429	0.571428571428571	7	FALSE	FALSE
183008213	5	70240228	70240289	61	37	33	0.0540541	0.925	0.825	40	FALSE	FALSE
183008304	5	70416750	70416816	66	26	21	0.175439	0.742857142857143	0.6	35	FALSE	FALSE
183008366	5	70536608	70536669	61	34	35	0.0921053	0.85	0.875	40	FALSE	FALSE
183008573	5	70940477	70940571	94	4	3	0.363636	0.571428571428571	0.428571428571429	7	FALSE	FALSE
183008717	5	71240566	71240627	61	35	32	0.0821918	0.875	0.8	40	FALSE	FALSE
183044847	5	172022597	172022665	68	0	1	0.971429	0	0.0303030303030303	33	FALSE	FALSE
183141800	7	65119456	65119518	62	28	24	0.1875	0.717948717948718	0.615384615384615	39	FALSE	FALSE
183141802	7	65123034	65123099	65	20	15	0.326923	0.555555555555556	0.416666666666667	36	FALSE	FALSE
183141844	7	65213645	65213709	64	25	28	0.19697	0.675675675675676	0.756756756756757	37	FALSE	FALSE
183142107	7	65572905	65572970	65	15	19	0.392857	0.416666666666667	0.527777777777778	36	FALSE	FALSE
183142190	7	65719535	65719599	64	23	24	0.241935	0.621621621621622	0.648648648648649	37	FALSE	FALSE
183149115	7	77093720	77093780	60	20	20	0.354839	0.48780487804878	0.48780487804878	41	FALSE	FALSE
183159760	7	102587959	102588024	65	20	20	0.298246	0.555555555555556	0.555555555555556	36	FALSE	FALSE
183159830	7	102687038	102687103	65	21	18	0.290909	0.583333333333333	0.5	36	FALSE	FALSE
183159865	7	102777570	102777630	60	21	19	0.344262	0.51219512195122	0.463414634146341	41	FALSE	FALSE
183177799	7	149979631	149979695	64	18	18	0.357143	0.486486486486487	0.486486486486487	37	FALSE	FALSE
183179706	7	154117156	154117220	64	18	18	0.357143	0.486486486486487	0.486486486486487	37	FALSE	FALSE
183184923	8	2315624	2315689	65	21	17	0.296296	0.583333333333333	0.472222222222222	36	FALSE	FALSE
183240840	9	136290	136352	62	33	31	0.0985915	0.846153846153846	0.794871794871795	39	FALSE	FALSE
183254980	9	39269994	39270055	61	23	20	0.295082	0.575	0.5	40	FALSE	FALSE
183255518	9	40588515	40588578	63	29	26	0.153846	0.763157894736842	0.684210526315789	38	FALSE	FALSE
183255537	9	40590818	40590898	80	17	21	0.116279	0.80952380952381	1	21	FALSE	FALSE
183255540	9	40591305	40591378	73	22	23	0.134615	0.785714285714286	0.821428571428571	28	FALSE	FALSE
183255815	9	41146601	41146663	62	30	33	0.136986	0.769230769230769	0.846153846153846	39	FALSE	FALSE
183256183	9	41893104	41893169	65	22	21	0.258621	0.611111111111111	0.583333333333333	36	FALSE	FALSE
183257037	9	61348966	61349027	61	21	23	0.3125	0.525	0.575	40	FALSE	FALSE
183257656	9	63046615	63046695	80	18	13	0.114286	0.857142857142857	0.619047619047619	21	FALSE	FALSE
183257678	9	63048930	63048991	61	29	28	0.173913	0.725	0.7	40	FALSE	FALSE
183257825	9	63389486	63389549	63	28	30	0.15942	0.736842105263158	0.789473684210526	38	FALSE	FALSE
183257844	9	63391784	63391864	80	18	23	0.0888889	0.857142857142857	1.0952380952381	21	FALSE	FALSE
183257847	9	63392271	63392344	73	24	24	0.0943396	0.857142857142857	0.857142857142857	28	FALSE	FALSE
183258409	9	64715987	64716048	61	29	33	0.162162	0.725	0.825	40	FALSE	FALSE
183258432	9	64718294	64718374	80	16	18	0.15	0.761904761904762	0.857142857142857	21	FALSE	FALSE
183258435	9	64718781	64718854	73	22	24	0.132075	0.785714285714286	0.857142857142857	28	FALSE	FALSE
183258664	9	65200307	65200368	61	29	32	0.164384	0.725	0.8	40	FALSE	FALSE
183258684	9	65202609	65202689	80	18	16	0.105263	0.857142857142857	0.761904761904762	21	FALSE	FALSE
183258687	9	65203096	65203169	73	24	24	0.0943396	0.857142857142857	0.857142857142857	28	FALSE	FALSE
183258770	9	65302748	65302810	62	17	22	0.370968	0.435897435897436	0.564102564102564	39	FALSE	FALSE
183258960	9	65718715	65718777	62	21	17	0.333333	0.538461538461538	0.435897435897436	39	FALSE	FALSE
183259074	9	65819020	65819100	80	19	15	0.0810811	0.904761904761905	0.714285714285714	21	FALSE	FALSE
183259095	9	65821335	65821396	61	31	28	0.144928	0.775	0.7	40	FALSE	FALSE
183259436	9	66809817	66809879	62	2	3	0.883721	0.0512820512820513	0.0769230769230769	39	FALSE	FALSE
183259625	9	67294293	67294358	65	24	20	0.22807	0.666666666666667	0.555555555555556	36	FALSE	FALSE
183259899	9	68284659	68284721	62	32	30	0.114286	0.82051282051282	0.769230769230769	39	FALSE	FALSE
183259948	9	68334334	68334395	61	30	29	0.157143	0.75	0.725	40	FALSE	FALSE
183270356	9	94318229	94318289	60	21	20	0.33871	0.51219512195122	0.48780487804878	41	FALSE	FALSE
183290708	X	530114	530177	63	22	16	0.309091	0.578947368421053	0.421052631578947	38	FALSE	FALSE
183290868	X	596694	596766	72	15	14	0.340909	0.517241379310345	0.482758620689655	29	FALSE	FALSE
183291000	X	674534	674595	61	20	20	0.344262	0.5	0.5	40	FALSE	FALSE
183291054	X	708245	708307	62	24	15	0.290909	0.615384615384615	0.384615384615385	39	FALSE	FALSE
183291466	X	928450	928532	82	11	8	0.321429	0.578947368421053	0.421052631578947	19	FALSE	FALSE
183291536	X	984552	984613	61	21	19	0.333333	0.525	0.475	40	FALSE	FALSE
183291573	X	995604	995666	62	20	19	0.338983	0.512820512820513	0.487179487179487	39	FALSE	FALSE
183292405	X	1392945	1393040	95	4	2	0.333333	0.666666666666667	0.333333333333333	6	FALSE	FALSE
183292493	X	1420108	1420170	62	20	19	0.338983	0.512820512820513	0.487179487179487	39	FALSE	FALSE
183292786	X	1591111	1591189	78	12	11	0.342857	0.521739130434783	0.478260869565217	23	FALSE	FALSE
183293123	X	1813014	1813076	62	19	20	0.35	0.487179487179487	0.512820512820513	39	FALSE	FALSE
183293182	X	1875807	1875868	61	18	22	0.365079	0.45	0.55	40	FALSE	FALSE
183293368	X	2176531	2176602	71	12	18	0.387755	0.4	0.6	30	FALSE	FALSE
183293548	X	2290023	2290084	61	19	21	0.354839	0.475	0.525	40	FALSE	FALSE
183293675	X	2410674	2410735	61	19	21	0.354839	0.475	0.525	40	FALSE	FALSE
183293960	X	2633838	2633901	63	19	19	0.344828	0.5	0.5	38	FALSE	FALSE
183323357	X	77735804	77735865	61	0	1	0.97619	0	0.025	40	FALSE	FALSE
183327705	X	90611566	90611631	65	20	14	0.333333	0.555555555555556	0.388888888888889	36	FALSE	FALSE
183327824	X	90921326	90921387	61	20	20	0.344262	0.5	0.5	40	FALSE	FALSE
183328048	X	91708929	91708993	64	19	21	0.322034	0.513513513513513	0.567567567567568	37	FALSE	FALSE
183328484	X	92923139	92923209	70	1	1	0.939394	0.032258064516129	0.032258064516129	31	FALSE	FALSE
183338421	X	120158409	120158475	66	14	17	0.415094	0.4	0.485714285714286	35	FALSE	FALSE
183351757	X	154886367	154886431	64	22	26	0.25	0.594594594594595	0.702702702702703	37	FALSE	FALSE
183351904	X	155382107	155382171	64	27	20	0.189655	0.72972972972973	0.540540540540541	37	FALSE	FALSE
183351921	X	155458544	155458608	64	21	26	0.265625	0.567567567567568	0.702702702702703	37	FALSE	FALSE
183352705	Y	530114	530177	63	16	22	0.377049	0.421052631578947	0.578947368421053	38	FALSE	FALSE
183352865	Y	596694	596766	72	14	15	0.355556	0.482758620689655	0.517241379310345	29	FALSE	FALSE
183352997	Y	674534	674595	61	20	20	0.344262	0.5	0.5	40	FALSE	FALSE
183353051	Y	708245	708307	62	15	24	0.390625	0.384615384615385	0.615384615384615	39	FALSE	FALSE
183353463	Y	928450	928532	82	8	11	0.387097	0.421052631578947	0.578947368421053	19	FALSE	FALSE
183353533	Y	984552	984613	61	19	21	0.354839	0.475	0.525	40	FALSE	FALSE
183353570	Y	995604	995666	62	19	20	0.35	0.487179487179487	0.512820512820513	39	FALSE	FALSE
183354402	Y	1392945	1393040	95	2	4	0.454545	0.333333333333333	0.666666666666667	6	FALSE	FALSE
183354490	Y	1420108	1420170	62	19	20	0.35	0.487179487179487	0.512820512820513	39	FALSE	FALSE
183354783	Y	1591111	1591189	78	11	12	0.361111	0.478260869565217	0.521739130434783	23	FALSE	FALSE
183355120	Y	1813014	1813076	62	20	19	0.338983	0.512820512820513	0.487179487179487	39	FALSE	FALSE
183355179	Y	1875807	1875868	61	22	18	0.322034	0.55	0.45	40	FALSE	FALSE
183355365	Y	2176531	2176602	71	18	12	0.302326	0.6	0.4	30	FALSE	FALSE
183355545	Y	2290023	2290084	61	21	19	0.333333	0.525	0.475	40	FALSE	FALSE
183355672	Y	2410674	2410735	61	21	19	0.333333	0.525	0.475	40	FALSE	FALSE
183355957	Y	2633838	2633901	63	19	19	0.344828	0.5	0.5	38	FALSE	FALSE
183356641	Y	4189284	4189349	65	14	20	0.403509	0.388888888888889	0.555555555555556	36	FALSE	FALSE
183356902	Y	4947716	4947780	64	21	19	0.298246	0.567567567567568	0.513513513513513	37	FALSE	FALSE
183356920	Y	5002552	5002612	60	0	1	0.976744	0	0.024390243902439	41	FALSE	FALSE
183357400	Y	6395474	6395536	62	20	19	0.338983	0.512820512820513	0.487179487179487	39	FALSE	FALSE
183358756	Y	9363817	9363910	93	8	4	0.0769231	1	0.5	8	FALSE	FALSE
183358784	Y	9493300	9493393	93	7	9	0.111111	0.875	1.125	8	FALSE	FALSE
183358903	Y	9769184	9769246	62	18	21	0.360656	0.461538461538462	0.538461538461538	39	FALSE	FALSE
183362311	Y	16163005	16163091	86	9	7	0.304348	0.6	0.466666666666667	15	FALSE	FALSE
183362313	Y	16163290	16163372	82	9	12	0.34375	0.473684210526316	0.631578947368421	19	FALSE	FALSE
183362502	Y	16422258	16422344	86	8	8	0.333333	0.533333333333333	0.533333333333333	15	FALSE	FALSE
183364075	Y	18616823	18616886	63	9	11	0.6	0.236842105263158	0.289473684210526	38	FALSE	FALSE
183364082	Y	18638198	18638269	71	11	15	0.434783	0.366666666666667	0.5	30	FALSE	FALSE
183364119	Y	18682131	18682202	71	15	12	0.372093	0.5	0.4	30	FALSE	FALSE
183365521	Y	21972796	21972856	60	30	29	0.169014	0.731707317073171	0.707317073170732	41	FALSE	FALSE
183365540	Y	22029302	22029395	93	7	6	0.133333	0.875	0.75	8	FALSE	FALSE
183365602	Y	22161660	22161723	63	19	16	0.363636	0.5	0.421052631578947	38	FALSE	FALSE
183365731	Y	22424700	22424763	63	16	18	0.403509	0.421052631578947	0.473684210526316	38	FALSE	FALSE
183365795	Y	22557000	22557093	93	6	5	0.214286	0.75	0.625	8	FALSE	FALSE
183365809	Y	22613538	22613598	60	30	31	0.164384	0.731707317073171	0.75609756097561	41	FALSE	FALSE
183365868	Y	22756867	22756942	75	17	17	0.227273	0.653846153846154	0.653846153846154	26	FALSE	FALSE
183365896	Y	22800435	22800503	68	14	18	0.384615	0.424242424242424	0.545454545454545	33	FALSE	FALSE
183365920	Y	22907909	22907988	79	14	15	0.236842	0.636363636363636	0.681818181818182	22	FALSE	FALSE
183365943	Y	22989846	22989909	63	22	22	0.278689	0.578947368421053	0.578947368421053	38	FALSE	FALSE
183365945	Y	22990967	22991035	68	23	23	0.192982	0.696969696969697	0.696969696969697	33	FALSE	FALSE
183365947	Y	22996162	22996225	63	24	28	0.223881	0.631578947368421	0.736842105263158	38	FALSE	FALSE
183366108	Y	23388846	23388907	61	19	23	0.34375	0.475	0.575	40	FALSE	FALSE
183366175	Y	23582084	23582144	60	30	31	0.164384	0.731707317073171	0.75609756097561	41	FALSE	FALSE
183366194	Y	23638603	23638696	93	6	5	0.214286	0.75	0.625	8	FALSE	FALSE
183366604	Y	24390629	24390704	75	19	18	0.177778	0.730769230769231	0.692307692307692	26	FALSE	FALSE
183366653	Y	24541658	24541737	79	17	15	0.157895	0.772727272727273	0.681818181818182	22	FALSE	FALSE
183366675	Y	24623587	24623650	63	24	24	0.238095	0.631578947368421	0.631578947368421	38	FALSE	FALSE
183366677	Y	24624708	24624776	68	24	23	0.175439	0.727272727272727	0.696969696969697	33	FALSE	FALSE
183366679	Y	24629903	24629966	63	25	20	0.237288	0.657894736842105	0.526315789473684	38	FALSE	FALSE
183366839	Y	25004134	25004194	60	23	31	0.260274	0.560975609756098	0.75609756097561	41	FALSE	FALSE
183366857	Y	25040142	25040205	63	24	25	0.234375	0.631578947368421	0.657894736842105	38	FALSE	FALSE
183366858	Y	25045332	25045400	68	23	24	0.189655	0.696969696969697	0.727272727272727	33	FALSE	FALSE
183366908	Y	25235861	25235929	68	18	15	0.326531	0.545454545454545	0.454545454545455	33	FALSE	FALSE
183367352	Y	26031382	26031475	93	5	7	0.25	0.625	0.875	8	FALSE	FALSE
183367367	Y	26087936	26087996	60	31	30	0.152778	0.75609756097561	0.731707317073171	41	FALSE	FALSE
183367436	Y	26281713	26281774	61	24	20	0.278689	0.6	0.5	40	FALSE	FALSE
182168531	1	287994	288064	70	30	32	0.03125	0.967741935483871	1.03225806451613	31	FALSE	FALSE
182168596	1	413042	413119	77	18	15	0.175	0.75	0.625	24	FALSE	FALSE
182168609	1	467436	467506	70	29	28	0.05	0.935483870967742	0.903225806451613	31	FALSE	FALSE
182168685	1	648797	648874	77	18	21	0.152174	0.75	0.875	24	FALSE	FALSE
182214055	1	108310367	108310432	65	18	22	0.322034	0.5	0.611111111111111	36	FALSE	FALSE
182214086	1	108383947	108384012	65	21	18	0.290909	0.583333333333333	0.5	36	FALSE	FALSE
182219299	1	143318832	143318893	61	29	26	0.179104	0.725	0.65	40	FALSE	FALSE
182245089	1	207529075	207529139	64	16	17	0.4	0.432432432432432	0.459459459459459	37	FALSE	FALSE
182245096	1	207547630	207547694	64	17	16	0.388889	0.459459459459459	0.432432432432432	37	FALSE	FALSE
182250918	1	223927438	223927508	70	28	34	0.0606061	0.903225806451613	1.09677419354839	31	FALSE	FALSE
182259524	1	243030000	243030070	70	30	32	0.03125	0.967741935483871	1.03225806451613	31	FALSE	FALSE
182280196	10	38738980	38739044	64	1	0	0.973684	0.027027027027027	0	37	FALSE	FALSE
182280721	10	42121820	42121882	62	31	30	0.128571	0.794871794871795	0.769230769230769	39	FALSE	FALSE
182282709	10	46474595	46474659	64	18	16	0.37037	0.486486486486487	0.432432432432432	37	FALSE	FALSE
182298257	10	87025605	87025667	62	0	2	0.952381	0	0.0512820512820513	39	FALSE	FALSE
182302853	10	98782184	98782247	63	19	19	0.344828	0.5	0.5	38	FALSE	FALSE
182317696	11	103664	103734	70	30	32	0.03125	0.967741935483871	1.03225806451613	31	FALSE	FALSE
182345755	11	71601233	71601296	63	9	13	0.576923	0.236842105263158	0.342105263157895	38	FALSE	FALSE
182352417	11	89407377	89407439	62	1	0	0.975	0.0256410256410256	0	39	FALSE	FALSE
182424273	13	18479788	18479851	63	14	12	0.490196	0.368421052631579	0.315789473684211	38	FALSE	FALSE
182441306	13	63716966	63717029	63	15	20	0.40678	0.394736842105263	0.526315789473684	38	FALSE	FALSE
182441339	13	63769279	63769342	63	21	15	0.333333	0.552631578947368	0.394736842105263	38	FALSE	FALSE
182462334	14	18374824	18374890	66	15	17	0.396226	0.428571428571429	0.485714285714286	35	FALSE	FALSE
182462367	14	18548370	18548437	67	18	17	0.326923	0.529411764705882	0.5	34	FALSE	FALSE
182462506	14	18905644	18905707	63	27	22	0.196721	0.710526315789474	0.578947368421053	38	FALSE	FALSE
182462816	14	19496248	19496311	63	28	32	0.15493	0.736842105263158	0.842105263157895	38	FALSE	FALSE
182462822	14	19614002	19614065	63	28	25	0.171875	0.736842105263158	0.657894736842105	38	FALSE	FALSE
182497488	15	20143999	20144071	72	25	34	0.078125	0.862068965517241	1.17241379310345	29	FALSE	FALSE
182498065	15	21150539	21150611	72	28	32	0.0322581	0.96551724137931	1.10344827586207	29	FALSE	FALSE
182498688	15	22692746	22692808	62	18	19	0.372881	0.461538461538462	0.487179487179487	39	FALSE	FALSE
182501296	15	28765735	28765797	62	19	18	0.362069	0.487179487179487	0.461538461538462	39	FALSE	FALSE
182503558	15	34383994	34384057	63	19	17	0.357143	0.5	0.447368421052632	38	FALSE	FALSE
182503633	15	34530215	34530278	63	17	19	0.37931	0.447368421052632	0.5	38	FALSE	FALSE
182503647	15	34555812	34555898	86	7	7	0.391304	0.466666666666667	0.466666666666667	15	FALSE	FALSE
182547582	16	32725883	32725944	61	19	17	0.37931	0.475	0.425	40	FALSE	FALSE
182547673	16	32858716	32858788	72	14	13	0.372093	0.482758620689655	0.448275862068966	29	FALSE	FALSE
182548334	16	34001229	34001295	66	18	18	0.333333	0.514285714285714	0.514285714285714	35	FALSE	FALSE
182548341	16	34002753	34002825	72	14	14	0.363636	0.482758620689655	0.482758620689655	29	FALSE	FALSE
182548655	16	34461165	34461227	62	16	19	0.40678	0.41025641025641	0.487179487179487	39	FALSE	FALSE
182549322	16	34881141	34881203	62	20	21	0.327869	0.512820512820513	0.538461538461538	39	FALSE	FALSE
182549326	16	34887365	34887427	62	18	15	0.4	0.461538461538462	0.384615384615385	39	FALSE	FALSE
182550420	16	46625702	46625772	70	15	16	0.354167	0.483870967741935	0.516129032258065	31	FALSE	FALSE
182571275	16	90195427	90195497	70	30	29	0.0327869	0.967741935483871	0.935483870967742	31	FALSE	FALSE
182585908	17	32822621	32822684	63	0	1	0.975	0	0.0263157894736842	38	FALSE	FALSE
182598452	17	60027506	60027572	66	18	17	0.339623	0.514285714285714	0.485714285714286	35	FALSE	FALSE
182617442	18	22581668	22581731	63	18	19	0.362069	0.473684210526316	0.5	38	FALSE	FALSE
182639305	18	78840397	78840479	82	12	15	0.228571	0.631578947368421	0.789473684210526	19	FALSE	FALSE
182640432	19	173289	173359	70	26	24	0.107143	0.838709677419355	0.774193548387097	31	FALSE	FALSE
182670515	19	47908362	47908427	65	27	30	0.149254	0.75	0.833333333333333	36	FALSE	FALSE
182670519	19	47913737	47913802	65	30	30	0.104478	0.833333333333333	0.833333333333333	36	FALSE	FALSE
182670523	19	47919113	47919178	65	27	27	0.15625	0.75	0.75	36	FALSE	FALSE
182670529	19	47929504	47929569	65	31	30	0.0895522	0.861111111111111	0.833333333333333	36	FALSE	FALSE
182670533	19	47934865	47934930	65	27	26	0.15873	0.75	0.722222222222222	36	FALSE	FALSE
182670537	19	47940229	47940294	65	32	29	0.0757576	0.888888888888889	0.805555555555556	36	FALSE	FALSE
182670541	19	47945607	47945672	65	33	32	0.057971	0.916666666666667	0.888888888888889	36	FALSE	FALSE
182670546	19	47950980	47951045	65	30	33	0.1	0.833333333333333	0.916666666666667	36	FALSE	FALSE
182670551	19	47956368	47956433	65	33	34	0.056338	0.916666666666667	0.944444444444444	36	FALSE	FALSE
182672238	19	50091860	50091924	64	32	31	0.0869565	0.864864864864865	0.837837837837838	37	FALSE	FALSE
182672240	19	50097197	50097261	64	33	32	0.0714286	0.891891891891892	0.864864864864865	37	FALSE	FALSE
182672243	19	50100262	50100326	64	33	30	0.0735294	0.891891891891892	0.810810810810811	37	FALSE	FALSE
182672246	19	50103327	50103391	64	32	27	0.0923077	0.864864864864865	0.72972972972973	37	FALSE	FALSE
182672251	19	50111737	50111801	64	32	38	0.0789474	0.864864864864865	1.02702702702703	37	FALSE	FALSE
182672254	19	50117090	50117154	64	33	34	0.0694444	0.891891891891892	0.918918918918919	37	FALSE	FALSE
182672257	19	50122441	50122506	65	31	30	0.0895522	0.861111111111111	0.833333333333333	36	FALSE	FALSE
182672259	19	50127769	50127834	65	31	24	0.0983607	0.861111111111111	0.666666666666667	36	FALSE	FALSE
182672262	19	50133116	50133181	65	29	25	0.129032	0.805555555555556	0.694444444444444	36	FALSE	FALSE
182672264	19	50138488	50138553	65	27	38	0.133333	0.75	1.05555555555556	36	FALSE	FALSE
182713993	2	91563154	91563215	61	29	30	0.169014	0.725	0.75	40	FALSE	FALSE
182720900	2	111606942	111607007	65	17	18	0.363636	0.472222222222222	0.5	36	FALSE	FALSE
182762817	2	224761546	224761609	63	0	1	0.975	0	0.0263157894736842	38	FALSE	FALSE
182770922	2	242140090	242140160	70	30	26	0.0344828	0.967741935483871	0.838709677419355	31	FALSE	FALSE
182798629	20	64312573	64312643	70	29	29	0.0491803	0.935483870967742	0.935483870967742	31	FALSE	FALSE
182798647	21	5021274	5021340	66	20	17	0.301887	0.571428571428571	0.485714285714286	35	FALSE	FALSE
182799266	21	6859691	6859758	67	18	18	0.320755	0.529411764705882	0.529411764705882	34	FALSE	FALSE
182799476	21	7767468	7767531	63	21	22	0.295082	0.552631578947368	0.578947368421053	38	FALSE	FALSE
182801279	21	13724709	13724776	67	18	18	0.320755	0.529411764705882	0.529411764705882	34	FALSE	FALSE
182810027	21	34397992	34398055	63	22	21	0.283333	0.578947368421053	0.552631578947368	38	FALSE	FALSE
182814746	21	44160125	44160192	67	19	15	0.32	0.558823529411765	0.441176470588235	34	FALSE	FALSE
182814845	21	44242157	44242223	66	16	20	0.357143	0.457142857142857	0.571428571428571	35	FALSE	FALSE
182816769	22	10571614	10571696	82	8	7	0.444444	0.421052631578947	0.368421052631579	19	FALSE	FALSE
182817818	22	15305628	15305694	66	17	15	0.372549	0.485714285714286	0.428571428571429	35	FALSE	FALSE
182817854	22	15475423	15475490	67	17	18	0.339623	0.5	0.529411764705882	34	FALSE	FALSE
182817951	22	15628032	15628095	63	29	31	0.142857	0.763157894736842	0.815789473684211	38	FALSE	FALSE
182819242	22	18220009	18220099	90	10	10	0.0909091	0.909090909090909	0.909090909090909	11	FALSE	FALSE
182819295	22	18404531	18404621	90	9	11	0.130435	0.818181818181818	1	11	FALSE	FALSE
182819403	22	18654080	18654170	90	9	8	0.15	0.818181818181818	0.727272727272727	11	FALSE	FALSE
182819406	22	18715262	18715352	90	8	9	0.190476	0.727272727272727	0.818181818181818	11	FALSE	FALSE
182820507	22	21151464	21151554	90	9	7	0.157895	0.818181818181818	0.636363636363636	11	FALSE	FALSE
182882588	3	129090394	129090464	70	16	15	0.340426	0.516129032258065	0.483870967741935	31	FALSE	FALSE
182883896	3	132601615	132601678	63	17	17	0.392857	0.447368421052632	0.447368421052632	38	FALSE	FALSE
182914362	4	8957518	8957581	63	16	11	0.46	0.421052631578947	0.289473684210526	38	FALSE	FALSE
182914377	4	8969727	8969790	63	22	23	0.274194	0.578947368421053	0.605263157894737	38	FALSE	FALSE
182954660	4	118658324	118658394	70	31	27	0.0169492	1	0.870967741935484	31	FALSE	FALSE
182990920	5	20789490	20789554	64	21	18	0.303571	0.567567567567568	0.486486486486487	37	FALSE	FALSE
182996413	5	34072310	34072374	64	18	20	0.344828	0.486486486486487	0.540540540540541	37	FALSE	FALSE
183049276	5	181351444	181351514	70	30	29	0.0327869	0.967741935483871	0.935483870967742	31	FALSE	FALSE
183049289	5	181405767	181405845	78	18	18	0.142857	0.782608695652174	0.782608695652174	23	FALSE	FALSE
183049362	6	122614	122684	70	30	29	0.0327869	0.967741935483871	0.935483870967742	31	FALSE	FALSE
183101213	6	138823964	138824027	63	17	17	0.392857	0.447368421052632	0.447368421052632	38	FALSE	FALSE
183114738	6	170623760	170623830	70	28	28	0.0666667	0.903225806451613	0.903225806451613	31	FALSE	FALSE
183114759	6	170681322	170681400	78	19	16	0.125	0.826086956521739	0.695652173913043	23	FALSE	FALSE
183146334	7	73006517	73006585	68	15	14	0.395833	0.454545454545455	0.424242424242424	33	FALSE	FALSE
183148077	7	75358533	75358601	68	17	14	0.354167	0.515151515151515	0.424242424242424	33	FALSE	FALSE
183183427	8	182800	182870	70	29	30	0.0483871	0.935483870967742	0.967741935483871	31	FALSE	FALSE
183184940	8	2327103	2327171	68	16	18	0.346154	0.484848484848485	0.545454545454545	33	FALSE	FALSE
183184972	8	2394556	2394624	68	19	16	0.3	0.575757575757576	0.484848484848485	33	FALSE	FALSE
183187416	8	7791781	7791852	71	8	6	0.621622	0.266666666666667	0.2	30	FALSE	FALSE
183240821	9	104609	104672	63	23	24	0.253968	0.605263157894737	0.631578947368421	38	FALSE	FALSE
183255154	9	39729024	39729091	67	19	20	0.290909	0.558823529411765	0.588235294117647	34	FALSE	FALSE
183255454	9	40504697	40504760	63	30	33	0.125	0.789473684210526	0.868421052631579	38	FALSE	FALSE
183255516	9	40588450	40588522	72	28	24	0.037037	0.96551724137931	0.827586206896552	29	FALSE	FALSE
183255651	9	40731905	40731971	66	13	16	0.442308	0.371428571428571	0.457142857142857	35	FALSE	FALSE
183255781	9	41109749	41109812	63	23	27	0.242424	0.605263157894737	0.710526315789474	38	FALSE	FALSE
183255960	9	41369124	41369190	66	1	0	0.972222	0.0285714285714286	0	35	FALSE	FALSE
183255991	9	41439862	41439925	63	17	19	0.37931	0.447368421052632	0.5	38	FALSE	FALSE
183257823	9	63389421	63389493	72	26	21	0.0784314	0.896551724137931	0.724137931034483	29	FALSE	FALSE
183257939	9	63461091	63461153	62	33	36	0.0921053	0.846153846153846	0.923076923076923	39	FALSE	FALSE
183257981	9	63621904	63621967	63	20	18	0.333333	0.526315789473684	0.473684210526316	38	FALSE	FALSE
183258371	9	64644669	64644732	63	30	34	0.123288	0.789473684210526	0.894736842105263	38	FALSE	FALSE
183258414	9	64716672	64716740	68	25	30	0.140625	0.757575757575758	0.909090909090909	33	FALSE	FALSE
183258536	9	64785233	64785295	62	34	33	0.0821918	0.871794871794872	0.846153846153846	39	FALSE	FALSE
183258565	9	64855511	64855577	66	16	13	0.408163	0.457142857142857	0.371428571428571	35	FALSE	FALSE
183258627	9	65149869	65149932	63	32	33	0.0972222	0.842105263157895	0.868421052631579	38	FALSE	FALSE
183258662	9	65200241	65200313	72	28	21	0.0392157	0.96551724137931	0.724137931034483	29	FALSE	FALSE
183258761	9	65269044	65269106	62	33	29	0.101449	0.846153846153846	0.743589743589744	39	FALSE	FALSE
183259379	9	66647848	66647915	67	20	18	0.283019	0.588235294117647	0.529411764705882	34	FALSE	FALSE
183259932	9	68321529	68321592	63	28	24	0.174603	0.736842105263158	0.631578947368421	38	FALSE	FALSE
